Date, Open, High, Low, Close
04/27/21, 1.3900, 1.3924, 1.3858, 1.3912
04/26/21, 1.3879, 1.3936, 1.3864, 1.3901
04/23/21, 1.3838, 1.3896, 1.3834, 1.3881
04/22/21, 1.3930, 1.3950, 1.3824, 1.3839
04/21/21, 1.3938, 1.3951, 1.3888, 1.3932
04/20/21, 1.3986, 1.4010, 1.3925, 1.3940
04/19/21, 1.3834, 1.3993, 1.3810, 1.3985
04/16/21, 1.3783, 1.3842, 1.3717, 1.3840
04/15/21, 1.3777, 1.3810, 1.3762, 1.3782
04/14/21, 1.3751, 1.3809, 1.3748, 1.3779
04/13/21, 1.3740, 1.3769, 1.3697, 1.3750
04/12/21, 1.3706, 1.3777, 1.3669, 1.3744
04/09/21, 1.3734, 1.3752, 1.3671, 1.3705
04/08/21, 1.3738, 1.3783, 1.3720, 1.3736
04/07/21, 1.3826, 1.3839, 1.3723, 1.3739
04/06/21, 1.3897, 1.3920, 1.3803, 1.3825
04/05/21, 1.3833, 1.3914, 1.3813, 1.3899
04/02/21, 1.3834, 1.3853, 1.3813, 1.3832
04/01/21, 1.3785, 1.3837, 1.3747, 1.3835
03/31/21, 1.3736, 1.3811, 1.3716, 1.3783
03/30/21, 1.3762, 1.3784, 1.3707, 1.3742
03/29/21, 1.3791, 1.3846, 1.3756, 1.3764
03/26/21, 1.3733, 1.3812, 1.3730, 1.3795
03/25/21, 1.3684, 1.3746, 1.3670, 1.3732
03/24/21, 1.3752, 1.3758, 1.3675, 1.3685
03/23/21, 1.3863, 1.3866, 1.3741, 1.3751
03/22/21, 1.3870, 1.3877, 1.3817, 1.3865
03/19/21, 1.3930, 1.3958, 1.3831, 1.3864
03/18/21, 1.3965, 1.4002, 1.3897, 1.3928
03/17/21, 1.3891, 1.3971, 1.3851, 1.3963
03/16/21, 1.3902, 1.3905, 1.3809, 1.3894
03/15/21, 1.3925, 1.3946, 1.3855, 1.3903
03/12/21, 1.3990, 1.4005, 1.3864, 1.3919
03/11/21, 1.3931, 1.3996, 1.3919, 1.3992
03/10/21, 1.3886, 1.3939, 1.3845, 1.3933
03/09/21, 1.3823, 1.3924, 1.3802, 1.3887
03/08/21, 1.3844, 1.3866, 1.3800, 1.3821
03/05/21, 1.3892, 1.3908, 1.3779, 1.3836
03/04/21, 1.3953, 1.4014, 1.3880, 1.3893
03/03/21, 1.3955, 1.4006, 1.3921, 1.3949
03/02/21, 1.3924, 1.3977, 1.3858, 1.3954
03/01/21, 1.3935, 1.3999, 1.3904, 1.3925
02/26/21, 1.4013, 1.4027, 1.3888, 1.3924
02/25/21, 1.4140, 1.4182, 1.4001, 1.4011
02/24/21, 1.4112, 1.4230, 1.4083, 1.4141
02/23/21, 1.4064, 1.4117, 1.4055, 1.4114
02/22/21, 1.4017, 1.4087, 1.3980, 1.4065
02/19/21, 1.3974, 1.4036, 1.3951, 1.4012
02/18/21, 1.3862, 1.3985, 1.3840, 1.3975
02/17/21, 1.3902, 1.3909, 1.3830, 1.3863
02/16/21, 1.3905, 1.3952, 1.3869, 1.3903
02/15/21, 1.3842, 1.3920, 1.3842, 1.3903
02/12/21, 1.3818, 1.3864, 1.3776, 1.3856
02/11/21, 1.3834, 1.3860, 1.3801, 1.3816
02/10/21, 1.3816, 1.3867, 1.3802, 1.3835
02/09/21, 1.3741, 1.3821, 1.3737, 1.3818
02/08/21, 1.3736, 1.3750, 1.3681, 1.3743
02/05/21, 1.3670, 1.3741, 1.3662, 1.3735
02/04/21, 1.3647, 1.3699, 1.3568, 1.3671
02/03/21, 1.3665, 1.3683, 1.3620, 1.3646
02/02/21, 1.3663, 1.3710, 1.3612, 1.3668
02/01/21, 1.3705, 1.3759, 1.3656, 1.3661
01/29/21, 1.3725, 1.3751, 1.3658, 1.3710
01/28/21, 1.3689, 1.3747, 1.3630, 1.3721
01/27/21, 1.3737, 1.3760, 1.3659, 1.3690
01/26/21, 1.3675, 1.3745, 1.3609, 1.3735
01/25/21, 1.3683, 1.3723, 1.3650, 1.3676
01/22/21, 1.3732, 1.3738, 1.3636, 1.3685
01/21/21, 1.3653, 1.3746, 1.3652, 1.3731
01/20/21, 1.3634, 1.3719, 1.3623, 1.3654
01/19/21, 1.3587, 1.3637, 1.3578, 1.3633
01/18/21, 1.3589, 1.3606, 1.3520, 1.3585
01/15/21, 1.3689, 1.3699, 1.3574, 1.3584
01/14/21, 1.3639, 1.3710, 1.3616, 1.3688
01/13/21, 1.3668, 1.3701, 1.3613, 1.3638
01/12/21, 1.3518, 1.3669, 1.3505, 1.3665
01/11/21, 1.3566, 1.3575, 1.3452, 1.3513
01/08/21, 1.3566, 1.3634, 1.3539, 1.3566
01/07/21, 1.3609, 1.3633, 1.3534, 1.3564
01/06/21, 1.3626, 1.3671, 1.3543, 1.3610
01/05/21, 1.3573, 1.3643, 1.3554, 1.3627
01/04/21, 1.3676, 1.3704, 1.3542, 1.3574
01/01/21, 1.3671, 1.3692, 1.3663, 1.3673
12/31/20, 1.3624, 1.3686, 1.3605, 1.3665
12/30/20, 1.3504, 1.3627, 1.3493, 1.3625
12/29/20, 1.3454, 1.3522, 1.3445, 1.3503
12/28/20, 1.3553, 1.3576, 1.3294, 1.3450
12/25/20, 1.3556, 1.3609, 1.3515, 1.3563
12/24/20, 1.3495, 1.3620, 1.3491, 1.3553
12/23/20, 1.3364, 1.3560, 1.3357, 1.3496
12/22/20, 1.3468, 1.3473, 1.3306, 1.3365
12/21/20, 1.3423, 1.3493, 1.3189, 1.3467
12/18/20, 1.3584, 1.3589, 1.3474, 1.3531
12/17/20, 1.3510, 1.3625, 1.3495, 1.3583
12/16/20, 1.3464, 1.3551, 1.3434, 1.3509
12/15/20, 1.3326, 1.3470, 1.3280, 1.3466
12/14/20, 1.3226, 1.3445, 1.3226, 1.3331
12/11/20, 1.3293, 1.3325, 1.3135, 1.3227
12/10/20, 1.3401, 1.3413, 1.3246, 1.3294
12/09/20, 1.3355, 1.3476, 1.3353, 1.3406
12/08/20, 1.3379, 1.3384, 1.3290, 1.3358
12/07/20, 1.3441, 1.3477, 1.3225, 1.3381
12/04/20, 1.3449, 1.3538, 1.3416, 1.3437
12/03/20, 1.3365, 1.3500, 1.3353, 1.3450
12/02/20, 1.3430, 1.3441, 1.3289, 1.3367
12/01/20, 1.3322, 1.3441, 1.3317, 1.3420
11/30/20, 1.3315, 1.3382, 1.3305, 1.3325
11/27/20, 1.3359, 1.3382, 1.3290, 1.3314
11/26/20, 1.3388, 1.3398, 1.3322, 1.3358
11/25/20, 1.3361, 1.3394, 1.3305, 1.3387
11/24/20, 1.3324, 1.3380, 1.3295, 1.3363
11/23/20, 1.3268, 1.3398, 1.3265, 1.3323
11/20/20, 1.3253, 1.3296, 1.3246, 1.3283
11/19/20, 1.3269, 1.3280, 1.3198, 1.3264
11/18/20, 1.3247, 1.3312, 1.3243, 1.3268
11/17/20, 1.3202, 1.3273, 1.3191, 1.3249
11/16/20, 1.3182, 1.3238, 1.3165, 1.3200
11/13/20, 1.3119, 1.3201, 1.3110, 1.3199
11/12/20, 1.3223, 1.3229, 1.3107, 1.3120
11/11/20, 1.3272, 1.3295, 1.3191, 1.3226
11/10/20, 1.3165, 1.3278, 1.3156, 1.3271
11/09/20, 1.3158, 1.3208, 1.3119, 1.3164
11/06/20, 1.3146, 1.3177, 1.3094, 1.3152
11/05/20, 1.2988, 1.3155, 1.2933, 1.3148
11/04/20, 1.3062, 1.3137, 1.2914, 1.2989
11/03/20, 1.2918, 1.3078, 1.2904, 1.3064
11/02/20, 1.2948, 1.2948, 1.2856, 1.2919
10/30/20, 1.2929, 1.2988, 1.2899, 1.2950
10/29/20, 1.2985, 1.3026, 1.2881, 1.2930
10/28/20, 1.3045, 1.3064, 1.2917, 1.2983
10/27/20, 1.3025, 1.3080, 1.3000, 1.3046
10/26/20, 1.3046, 1.3074, 1.2993, 1.3024
10/23/20, 1.3084, 1.3122, 1.3019, 1.3042
10/22/20, 1.3146, 1.3153, 1.3070, 1.3083
10/21/20, 1.2948, 1.3176, 1.2939, 1.3147
10/20/20, 1.2945, 1.2979, 1.2911, 1.2949
10/19/20, 1.2916, 1.3024, 1.2898, 1.2947
10/16/20, 1.2903, 1.2962, 1.2869, 1.2916
10/15/20, 1.3012, 1.3030, 1.2890, 1.2905
10/14/20, 1.2936, 1.3066, 1.2863, 1.3010
10/13/20, 1.3067, 1.3077, 1.2923, 1.2935
10/12/20, 1.3049, 1.3081, 1.3005, 1.3066
10/09/20, 1.2938, 1.3050, 1.2924, 1.3047
10/08/20, 1.2918, 1.2971, 1.2892, 1.2939
10/07/20, 1.2876, 1.2930, 1.2849, 1.2919
10/06/20, 1.2980, 1.3008, 1.2867, 1.2874
10/05/20, 1.2937, 1.2992, 1.2900, 1.2983
10/02/20, 1.2888, 1.2955, 1.2838, 1.2933
10/01/20, 1.2924, 1.2979, 1.2820, 1.2887
09/30/20, 1.2859, 1.2942, 1.2806, 1.2923
09/29/20, 1.2832, 1.2903, 1.2825, 1.2858
09/28/20, 1.2745, 1.2922, 1.2745, 1.2834
09/25/20, 1.2745, 1.2806, 1.2688, 1.2746
09/24/20, 1.2723, 1.2778, 1.2691, 1.2744
09/23/20, 1.2737, 1.2776, 1.2677, 1.2726
09/22/20, 1.2817, 1.2863, 1.2712, 1.2735
09/21/20, 1.2921, 1.2966, 1.2776, 1.2815
09/18/20, 1.2977, 1.2999, 1.2914, 1.2919
09/17/20, 1.2967, 1.2990, 1.2866, 1.2974
09/16/20, 1.2888, 1.3008, 1.2875, 1.2969
09/15/20, 1.2847, 1.2926, 1.2816, 1.2890
09/14/20, 1.2796, 1.2919, 1.2776, 1.2845
09/11/20, 1.2810, 1.2859, 1.2763, 1.2796
09/10/20, 1.3003, 1.3036, 1.2776, 1.2809
09/09/20, 1.2981, 1.3024, 1.2886, 1.3001
09/08/20, 1.3166, 1.3173, 1.2980, 1.2982
09/07/20, 1.3279, 1.3279, 1.3142, 1.3168
09/04/20, 1.3275, 1.3320, 1.3176, 1.3281
09/03/20, 1.3351, 1.3357, 1.3243, 1.3280
09/02/20, 1.3384, 1.3403, 1.3283, 1.3352
09/01/20, 1.3370, 1.3483, 1.3356, 1.3383
08/31/20, 1.3352, 1.3394, 1.3301, 1.3368
08/28/20, 1.3202, 1.3356, 1.3187, 1.3352
08/27/20, 1.3209, 1.3282, 1.3163, 1.3201
08/26/20, 1.3153, 1.3220, 1.3117, 1.3210
08/25/20, 1.3064, 1.3171, 1.3058, 1.3151
08/24/20, 1.3089, 1.3149, 1.3053, 1.3063
08/21/20, 1.3213, 1.3255, 1.3061, 1.3089
08/20/20, 1.3100, 1.3225, 1.3064, 1.3214
08/19/20, 1.3238, 1.3268, 1.3093, 1.3099
08/18/20, 1.3104, 1.3250, 1.3097, 1.3237
08/17/20, 1.3088, 1.3122, 1.3074, 1.3105
08/14/20, 1.3061, 1.3143, 1.3048, 1.3087
08/13/20, 1.3034, 1.3123, 1.3030, 1.3068
08/12/20, 1.3049, 1.3068, 1.3006, 1.3031
08/11/20, 1.3074, 1.3133, 1.3042, 1.3047
08/10/20, 1.3052, 1.3103, 1.3019, 1.3072
08/07/20, 1.3141, 1.3160, 1.3010, 1.3050
08/06/20, 1.3114, 1.3186, 1.3112, 1.3143
08/05/20, 1.3072, 1.3162, 1.3057, 1.3113
08/04/20, 1.3075, 1.3108, 1.2981, 1.3071
08/03/20, 1.3083, 1.3113, 1.3004, 1.3074
07/31/20, 1.3096, 1.3171, 1.3070, 1.3085
07/30/20, 1.2996, 1.3104, 1.2945, 1.3095
07/29/20, 1.2934, 1.3012, 1.2912, 1.2997
07/28/20, 1.2882, 1.2953, 1.2840, 1.2930
07/27/20, 1.2792, 1.2901, 1.2781, 1.2880
07/24/20, 1.2740, 1.2803, 1.2717, 1.2795
07/23/20, 1.2735, 1.2760, 1.2674, 1.2741
07/22/20, 1.2733, 1.2744, 1.2645, 1.2733
07/21/20, 1.2661, 1.2768, 1.2650, 1.2731
07/20/20, 1.2569, 1.2666, 1.2518, 1.2660
07/17/20, 1.2555, 1.2575, 1.2511, 1.2567
07/16/20, 1.2586, 1.2625, 1.2520, 1.2554
07/15/20, 1.2552, 1.2650, 1.2550, 1.2588
07/14/20, 1.2555, 1.2565, 1.2480, 1.2555
07/13/20, 1.2622, 1.2675, 1.2550, 1.2553
07/10/20, 1.2605, 1.2665, 1.2567, 1.2621
07/09/20, 1.2609, 1.2670, 1.2600, 1.2604
07/08/20, 1.2543, 1.2624, 1.2508, 1.2611
07/07/20, 1.2493, 1.2592, 1.2463, 1.2544
07/06/20, 1.2476, 1.2534, 1.2460, 1.2492
07/03/20, 1.2467, 1.2494, 1.2440, 1.2483
07/02/20, 1.2474, 1.2530, 1.2456, 1.2469
07/01/20, 1.2401, 1.2491, 1.2359, 1.2475
06/30/20, 1.2298, 1.2403, 1.2258, 1.2402
06/29/20, 1.2340, 1.2390, 1.2251, 1.2299
06/26/20, 1.2420, 1.2438, 1.2315, 1.2336
06/25/20, 1.2419, 1.2465, 1.2391, 1.2419
06/24/20, 1.2518, 1.2543, 1.2414, 1.2421
06/23/20, 1.2469, 1.2533, 1.2433, 1.2521
06/22/20, 1.2348, 1.2477, 1.2335, 1.2471
06/19/20, 1.2424, 1.2456, 1.2344, 1.2348
06/18/20, 1.2553, 1.2568, 1.2402, 1.2421
06/17/20, 1.2571, 1.2589, 1.2511, 1.2555
06/16/20, 1.2604, 1.2688, 1.2556, 1.2574
06/15/20, 1.2545, 1.2607, 1.2454, 1.2606
06/12/20, 1.2603, 1.2654, 1.2474, 1.2539
06/11/20, 1.2747, 1.2755, 1.2586, 1.2602
06/10/20, 1.2729, 1.2813, 1.2706, 1.2746
06/09/20, 1.2722, 1.2755, 1.2618, 1.2727
06/08/20, 1.2666, 1.2736, 1.2628, 1.2724
06/05/20, 1.2597, 1.2730, 1.2580, 1.2668
06/04/20, 1.2574, 1.2633, 1.2500, 1.2594
06/03/20, 1.2552, 1.2615, 1.2546, 1.2576
06/02/20, 1.2502, 1.2576, 1.2478, 1.2550
06/01/20, 1.2343, 1.2507, 1.2317, 1.2490
05/29/20, 1.2320, 1.2394, 1.2291, 1.2349
05/28/20, 1.2260, 1.2345, 1.2233, 1.2322
05/27/20, 1.2333, 1.2351, 1.2204, 1.2258
05/26/20, 1.2188, 1.2363, 1.2176, 1.2335
05/25/20, 1.2173, 1.2204, 1.2163, 1.2187
05/22/20, 1.2222, 1.2234, 1.2159, 1.2159
05/21/20, 1.2238, 1.2250, 1.2185, 1.2220
05/20/20, 1.2252, 1.2287, 1.2222, 1.2237
05/19/20, 1.2196, 1.2296, 1.2183, 1.2251
05/18/20, 1.2106, 1.2227, 1.2070, 1.2195
05/15/20, 1.2229, 1.2238, 1.2101, 1.2106
05/14/20, 1.2234, 1.2242, 1.2166, 1.2231
05/13/20, 1.2258, 1.2340, 1.2209, 1.2235
05/12/20, 1.2333, 1.2375, 1.2254, 1.2260
05/11/20, 1.2406, 1.2438, 1.2284, 1.2334
05/08/20, 1.2361, 1.2465, 1.2343, 1.2404
05/07/20, 1.2342, 1.2418, 1.2267, 1.2362
05/06/20, 1.2433, 1.2450, 1.2335, 1.2341
05/05/20, 1.2444, 1.2483, 1.2420, 1.2435
05/04/20, 1.2502, 1.2502, 1.2405, 1.2443
05/01/20, 1.2595, 1.2601, 1.2484, 1.2493
04/30/20, 1.2470, 1.2643, 1.2427, 1.2594
04/29/20, 1.2424, 1.2486, 1.2388, 1.2468
04/28/20, 1.2428, 1.2519, 1.2404, 1.2426
04/27/20, 1.2370, 1.2455, 1.2359, 1.2429
04/24/20, 1.2346, 1.2377, 1.2298, 1.2365
04/23/20, 1.2334, 1.2413, 1.2306, 1.2345
04/22/20, 1.2289, 1.2386, 1.2274, 1.2335
04/21/20, 1.2435, 1.2449, 1.2247, 1.2294
04/20/20, 1.2511, 1.2511, 1.2416, 1.2434
04/17/20, 1.2456, 1.2522, 1.2407, 1.2500
04/16/20, 1.2539, 1.2539, 1.2408, 1.2458
04/15/20, 1.2628, 1.2632, 1.2436, 1.2521
04/14/20, 1.2515, 1.2647, 1.2485, 1.2623
04/13/20, 1.2455, 1.2535, 1.2441, 1.2505
04/10/20, 1.2460, 1.2487, 1.2422, 1.2447
04/09/20, 1.2385, 1.2483, 1.2361, 1.2459
04/08/20, 1.2334, 1.2420, 1.2287, 1.2384
04/07/20, 1.2232, 1.2384, 1.2164, 1.2337
04/06/20, 1.2263, 1.2325, 1.2211, 1.2231
04/03/20, 1.2397, 1.2412, 1.2205, 1.2266
04/02/20, 1.2369, 1.2476, 1.2349, 1.2395
04/01/20, 1.2414, 1.2448, 1.2330, 1.2366
03/31/20, 1.2417, 1.2470, 1.2253, 1.2412
03/30/20, 1.2455, 1.2467, 1.2318, 1.2415
03/27/20, 1.2203, 1.2484, 1.2130, 1.2447
03/26/20, 1.1879, 1.2229, 1.1778, 1.2204
03/25/20, 1.1758, 1.1972, 1.1642, 1.1880
03/24/20, 1.1544, 1.1801, 1.1508, 1.1757
03/23/20, 1.1650, 1.1735, 1.1451, 1.1543
03/20/20, 1.1486, 1.1929, 1.1412, 1.1639
03/19/20, 1.1614, 1.1788, 1.1472, 1.1485
03/18/20, 1.2053, 1.2130, 1.1473, 1.1615
03/17/20, 1.2270, 1.2274, 1.2002, 1.2055
03/16/20, 1.2270, 1.2422, 1.2202, 1.2271
03/13/20, 1.2567, 1.2624, 1.2265, 1.2284
03/12/20, 1.2818, 1.2850, 1.2493, 1.2569
03/11/20, 1.2908, 1.2977, 1.2805, 1.2821
03/10/20, 1.3124, 1.3129, 1.2883, 1.2909
03/09/20, 1.3049, 1.3200, 1.3035, 1.3122
03/06/20, 1.2953, 1.3058, 1.2941, 1.3047
03/05/20, 1.2872, 1.2969, 1.2860, 1.2950
03/04/20, 1.2811, 1.2874, 1.2770, 1.2873
03/03/20, 1.2752, 1.2844, 1.2738, 1.2813
03/02/20, 1.2821, 1.2851, 1.2740, 1.2754
02/28/20, 1.2886, 1.2920, 1.2726, 1.2816
02/27/20, 1.2910, 1.2946, 1.2860, 1.2887
02/26/20, 1.3006, 1.3009, 1.2895, 1.2900
02/25/20, 1.2928, 1.3019, 1.2914, 1.3003
02/24/20, 1.2967, 1.2967, 1.2886, 1.2930
02/21/20, 1.2885, 1.2982, 1.2874, 1.2957
02/20/20, 1.2921, 1.2930, 1.2850, 1.2882
02/19/20, 1.2997, 1.3024, 1.2907, 1.2919
02/18/20, 1.3003, 1.3049, 1.2971, 1.2998
02/17/20, 1.3048, 1.3055, 1.2998, 1.3005
02/14/20, 1.3046, 1.3064, 1.3002, 1.3045
02/13/20, 1.2961, 1.3070, 1.2944, 1.3042
02/12/20, 1.2953, 1.2992, 1.2937, 1.2960
02/11/20, 1.2915, 1.2969, 1.2895, 1.2952
02/10/20, 1.2893, 1.2946, 1.2872, 1.2914
02/07/20, 1.2927, 1.2959, 1.2881, 1.2889
02/06/20, 1.3000, 1.3003, 1.2921, 1.2928
02/05/20, 1.3032, 1.3070, 1.2956, 1.3002
02/04/20, 1.2995, 1.3046, 1.2941, 1.3031
02/03/20, 1.3204, 1.3204, 1.2983, 1.2998
01/31/20, 1.3092, 1.3209, 1.3076, 1.3204
01/30/20, 1.3018, 1.3110, 1.2977, 1.3093
01/29/20, 1.3029, 1.3031, 1.2989, 1.3021
01/28/20, 1.3056, 1.3066, 1.2976, 1.3027
01/27/20, 1.3080, 1.3104, 1.3042, 1.3058
01/24/20, 1.3122, 1.3171, 1.3058, 1.3074
01/23/20, 1.3141, 1.3152, 1.3097, 1.3124
01/22/20, 1.3048, 1.3154, 1.3035, 1.3142
01/21/20, 1.3010, 1.3082, 1.2995, 1.3049
01/20/20, 1.3016, 1.3016, 1.2962, 1.3009
01/17/20, 1.3081, 1.3116, 1.2995, 1.2995
01/16/20, 1.3039, 1.3084, 1.3025, 1.3078
01/15/20, 1.3020, 1.3043, 1.2987, 1.3037
01/14/20, 1.2990, 1.3034, 1.2954, 1.3017
01/13/20, 1.3063, 1.3063, 1.2962, 1.2989
01/10/20, 1.3067, 1.3096, 1.3047, 1.3063
01/09/20, 1.3097, 1.3125, 1.3014, 1.3066
01/08/20, 1.3124, 1.3170, 1.3082, 1.3096
01/07/20, 1.3171, 1.3213, 1.3096, 1.3121
01/06/20, 1.3088, 1.3174, 1.3064, 1.3168
01/03/20, 1.3149, 1.3161, 1.3054, 1.3080
01/02/20, 1.3253, 1.3266, 1.3116, 1.3137
01/01/20, 1.3258, 1.3287, 1.3241, 1.3250
12/31/19, 1.3110, 1.3282, 1.3106, 1.3260
12/30/19, 1.3081, 1.3151, 1.3070, 1.3112
